Nation:,Type / Application:,Operator:,Contractors:,Equipment:,Configuration:,Propulsion:,Power:,Lifetime:,Mass:,Orbit:,titulo
China,Meteorology,National Satellite Meteorological Centre,SAST,,,,"Deployable solar array, batteries",3 years (4 years goal),2250 kg,"806 km × 810 km, 98.8°","FY 3A, 3B, 3C, 3D, 3E, 3F, 3H, 3J"
China,Earth observation,,SAST,"AHSI, VIMS, GMI, AIUS, EMI, DPCX (#5, #5-02)",SAST-5000B,,"Deployable solar array, batteries",8 years,,"677 km × 695 km, 98.12° (#5)","Gaofen 5, 5-02 (GF 5, 5-02)"
China,Earth observation,,CAST,Multi-polarized C-band SAR,CS-L3000B,,"2 deployable solar arrays, batteries",8 years,2950 kg,"735 km ×  747 km, 98.4°",Gaofen 3 (GF 3)
China,Earth Observation,CEODE,CAST,,Phoenix-Eye-2 bus,16 × 1 N; 2 × 20 N,"Deployable solar array, batteries",5 years,,,ZY-1 02E
China,"Amateur radio communication, technology",CAMSAT,CAMSAT,,CubeSat (6U),None,"Solar cells, batteries",,,,"XW 3 (CAS 9, HO 113, Hope-OSCAR 113)"
China,Earth observation,,CAST, L-band SAR,,,"2 deployable solar arrays, batteries",8 years,~3200 kg,"595 km ×  602 km, 97.80°","Ludi Tance 1-01A, 1-01B (L-SAR 01A, 01B)"
China,Earth observation,,CAST, L-band SAR,,,"2 deployable solar arrays, batteries",8 years,~3200 kg,"595 km ×  602 km, 97.80°","Ludi Tance 1-01A, 1-01B (L-SAR 01A, 01B)"
China,Earth observation,,SAST,,,,"Solar arrays, batteries",,,"1083 km × 1105 km, 63.38°",Yaogan 34
China,Earth observation,,CAST,Multi-polarized C-band SAR,CS-L3000B,,"2 deployable solar arrays, batteries",8 years,2950 kg,"735 km ×  747 km, 98.4°",Gaofen 3 (GF 3)
China,Earth observation,,SAST,"ACDL, DPC-II, EMI-II, POSP, WSI",SAST-5000B,,"Deployable solar array, batteries",8 years,,"680 km × 690 km, 98.1°","Daqi 1 (DQ 1, AEMS 1)"
China,Earth observation,,,,,,"Solar arrays, batteries",,,,"Gaofen 12, 12-02, 12-03"
China,Earth observation (radar),,SAST,,,,"2 deployable solar arrays, batteries",,,"615 km × 619 km, 97.8° (#29); 682 km × 686 km, 98.3° (#33R)","Yaogan 29, 33, 33R"
China,Earth observation,,SAST,,,,"Solar arrays, batteries",,,"1083 km × 1105 km, 63.38°",Yaogan 34
China,Technology,,CAS Microsat,,"

Propulsion:



Power:



Lifetime:



Mass:



Orbit:


",,,,,,"SY 20A, 20B, 20C"
China,Technology,,CAS Microsat,,"

Propulsion:



Power:



Lifetime:



Mass:



Orbit:


",,,,,,"SY 20A, 20B, 20C"
China,Earth observation,PLA,CAST DFH,,,,"Solar cells, batteries",,,,Tianhui 6 (TH 6)
China,Earth observation,PLA,CAST DFH,,,,"Solar cells, batteries",,,,Tianhui 6 (TH 6)
China,Earth observation,,SAST,,,,"Solar arrays, batteries",,,"1083 km × 1105 km, 63.38°",Yaogan 34
China,Meteorology,National Satellite Meteorological Centre,SAST,,,,"Deployable solar array, batteries",3 years (4 years goal),2250 kg,"806 km × 810 km, 98.8°","FY 3A, 3B, 3C, 3D, 3E, 3F, 3H, 3J"
Germany,"Technology, data relay",Technische Universität Berlin (TUB),Technische Universität Berlin (TUB),,Tubsat-N Bus,None,"Solar cells, batteries",,8.5 kg,"400 km × 772 km, 78.90°",Tubsat N
Germany,"Technology, data relay",Technische Universität Berlin (TUB),Technische Universität Berlin (TUB),,Tubsat-N Bus,None,"Solar cells, batteries",,3 kg,"400 km × 767 km, 78.90°",Tubsat N1
Russia,Technology,,,,Shtil-1N third stage with instruments,,Batteries,,,"401 km × 806 km, 78.96°",Shtil 1
Russia,Earth Sciences,Izmiran,GRTsKB Makeyev,,,,"2 deployabe fixed solar arrays, solar cells, batteries",,80 kg,"987 km × 1014 km, 99.64° (#1); 402 km × 524 km, 78.89° (#2)",Kompas (Compass)
Europe,Meteorology,"ESA, EUMETSAT",Astrium,"A/DCS, AMSU, ASCAT, AVHRR/3, GOME-2, GRAS, HIRS/4, IASI, MHS, SARP/3, SARR, SEM-2",PPF/SPOT Mk.3,,"Deployable solar array, batteries",5 years,4244 kg (#A); 4085 kg (#B),"819 km × 820 km, 98.74° (#A); 806 km × 810 km, 98.74° (#B); 806 km × 807 km, 98.74° (#C)","METOP A, B, C"
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian (14F112)
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian (14F112)
USA,Communication,Globalstar,Alcatel Alenia Space,"16 C-to-S-band transponders, 16 L-to-C-band transponders",ELiTeBus-1000,,"2 deployable solar arrays, 2.4 kW (bol), 1.7 kW (eol), batteries",15 years,700 kg,"1410 km × 1410 km, 52° (typical); 920 km, 52° (phasing orbit)",Globalstar M073 - 103 (Globalstar-2)
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian (14F112)
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian (14F112)
USA,Communication,Globalstar,Alcatel Alenia Space,"16 C-to-S-band transponders, 16 L-to-C-band transponders",ELiTeBus-1000,,"2 deployable solar arrays, 2.4 kW (bol), 1.7 kW (eol), batteries",15 years,700 kg,"1410 km × 1410 km, 52° (typical); 920 km, 52° (phasing orbit)",Globalstar M073 - 103 (Globalstar-2)
USA,Communication,Globalstar,Alcatel Alenia Space,"16 C-to-S-band transponders, 16 L-to-C-band transponders",ELiTeBus-1000,,"2 deployable solar arrays, 2.4 kW (bol), 1.7 kW (eol), batteries",15 years,700 kg,"1410 km × 1410 km, 52° (typical); 920 km, 52° (phasing orbit)",Globalstar M073 - 103 (Globalstar-2)
Europe,Meteorology,"ESA, EUMETSAT",Astrium,"A/DCS, AMSU, ASCAT, AVHRR/3, GOME-2, GRAS, HIRS/4, IASI, MHS, SARP/3, SARR, SEM-2",PPF/SPOT Mk.3,,"Deployable solar array, batteries",5 years,4244 kg (#A); 4085 kg (#B),"819 km × 820 km, 98.74° (#A); 806 km × 810 km, 98.74° (#B); 806 km × 807 km, 98.74° (#C)","METOP A, B, C"
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian (14F112)
USA,Communication,Globalstar,Alcatel Alenia Space,"16 C-to-S-band transponders, 16 L-to-C-band transponders",ELiTeBus-1000,,"2 deployable solar arrays, 2.4 kW (bol), 1.7 kW (eol), batteries",15 years,700 kg,"1410 km × 1410 km, 52° (typical); 920 km, 52° (phasing orbit)",Globalstar M073 - 103 (Globalstar-2)
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian (14F112)
Russia,Earth Observation,Roskosmos,NPO VNIIEM,"PSS, MSS, MSU-IR-SRM",Kanopus bus,2 × SPT-50,"2 deployable fixed solar arrays, batteries",5 years,~600 kg,"506 km × 509 km, 97.43°",Kanopus-V-IK 1
Germany,Technology,IRS,IRS,,,,"2 deployable fixed solar arrays, batteries",2 years,120 kg,"586 km × 606 km, 97.61°",Flying Laptop
Japan,Earth observation,Weather News Inc.,AXELSPACE,,,None,"Solar cells, batteries",?,40 kg,"586 km × 605 km, 97.61°",WNISAT 1R
Germany,Technology,TU Berlin,TU Berlin,,TUBiX20 bus,None,"Solar cells, batteries",1 year,18 kg,"586 km × 606 km, 97.61°",TechnoSat (Tubsat 12)
Norway,"Science, technology, traffic monitoring",Norsk Romsenter,"UTIAS (University of Toronto, Institute for Aerospace Studies) (bus); Norsk Romsenter  (payload)",AIS-receiver,Nemo-V1 bus,,"Solar cells, batteries",,< 30 kg,"586 km × 608 km, 97.61°",NORSAT 1
Norway,"Technology, traffic monitoring",Norsk Romsenter,"UTIAS (University of Toronto, Institute for Aerospace Studies) (bus); Norsk Romsenter (payload)",AIS-receiver,Nemo-V1 bus,,"Solar cells, batteries",,15 kg,"585 km × 606 km, 97.61°",NORSAT 2
USA (CICERO) / Monaco (OSM),Earth observation,GeoOptics Inc. / OSM (owner #OSM-1),"Tyvak Nano-Satellite Systems, Inc. (#1-12); Orbital Solutions Monaco (#OSM-1)",Cion GPS radio occultation payload,CubeSat (6U),,"Solar cells, batteries",,~ 10 kg,"586 km × 602 km, 97.61° (#1, 2, 3); 496 km × 515 km, 97.45° (#6); 493 km × 504 km, 97.56° (#7); 477 km × 499 km, 97.49° (#8); 490 km × 515 km, 85.04° (#10), 534 km × 537 km, 97.52° (#OSM)","CICERO 1, ..., 12 / OSM 1 CICERO"
USA,Earth observation,Astro Digital (ex Aquila Space),Astro Digital (ex Aquila Space),22 m 3-band multi-spectral imager,CubeSat (6U),None,"Solar cells, batteries",5 years,11 kg,"586 km × 600 km, 97.61° (#1, 2); 496 km × 502 km, 97.55° (#3v2); 575 km × 590 km, 97.77° (#4)","Landmapper-BC 1, ..., 12 (Corvus-BC 1, ..., 12)"
Russia,Earth observation,Roskosmos,Dauria,22 m multispectral imager,CubeSat (6U),None,"Solar cells, batteries",+5 years,11.7 kg,,"MKA-N 1, 2"
USA,Technology,Planet Labs,Planet Labs,"PS0, PS1 or PS2 imaging payload",CubeSat (3U),None (most); FEEP (#Flock-3p'),"Solar cells, batteries",~ 1 year (ISS orbit); 2-3 years (SSO),5 kg,"410 km × 410 km, 51.66° (#1, #1b); 605 km × 620 km, 97.99° (#1c)","Flock-1, -1b, -1c, -1d, -1d', -1e, -1f, -2b, -2e, -2e', -2k, -2p, -3m, -3p, -3p', -3r, -3s, -4a, -4e, -4e', -4p, -4s, -4v, -4x, -4y"
USA,,Spire,Spire,"STRATOS (GPS radio occultation payload), SENSE (AIS-receiver), AirSafe (ASD-B payload, #78 and later)",CubeSat (3U),None,"Solar cells, batteries",,4 kg,,Lemur-2
USA,Technology,"Tyvak Nano-Satellite Systems, Inc.","Tyvak Nano-Satellite Systems, Inc.","2 IR cameras, 2 visible cameras",CubeSat (3U),8 cold gas thrusters,"Solar cells, batteries",1 year,5,"586 km × 602 km, 97.61°",NanoACE
Russia,Technology,Your sector of space / MSUME,CosmoMayak,Deployable tedrahedrical structure,CubeSat (3U),,"Solar cells, batteries",,4 kg,"586 km × 602 km, 97.61°",Mayak
Russia,Technology,MAI,MAI,,CubeSat (3U),,,,,,Iskra-MAI-85
"Ecuador, Russia",Technology,"UTE, YuZGU","UTE, YuZGU",,CubeSat (1U),None,"Solar cells, batteries",,1 kg,,UTE-UESOR (Ecuador-UTE-YuZGU)
Russia,Earth Observation,Roskosmos,NPP VNIIEM (prime); OAO Peleng (imager),"PSS, MSS",Kanopus bus,2 × SPT-50,"2 deployable fixed solar arrays, batteries",5 years,473 kg,"501 km × 508 km, 97.49° (#1); 500 km × 509 km, 97.47° (#3); 500 km × 509 km, 97.47° (#4); 503 km × 511 km, 97.47° (#5); 498 km × 511 km, 97.47° (#6)","Kanopus-V 1, 2"
Russia,Earth Observation,Roskosmos,NPP VNIIEM (prime); OAO Peleng (imager),"PSS, MSS",Kanopus bus,2 × SPT-50,"2 deployable fixed solar arrays, batteries",5 years,473 kg,"501 km × 508 km, 97.49° (#1); 500 km × 509 km, 97.47° (#3); 500 km × 509 km, 97.47° (#4); 503 km × 511 km, 97.47° (#5); 498 km × 511 km, 97.47° (#6)","Kanopus-V 1, 2"
Germany,Technology,TU Berlin,TU Berlin,SLink payload,TUBiX10 bus,None,"Solar cells, batteries",1 year,8 kg,"571 km × 588 km, 97.73°","S-Net A, B, C, D (Tubsat 13, 14, 15, 16)"
USA,,Spire,Spire,"STRATOS (GPS radio occultation payload), SENSE (AIS-receiver), AirSafe (ASD-B payload, #78 and later)",CubeSat (3U),None,"Solar cells, batteries",,4 kg,,Lemur-2
Germany,Communications,German Orbital Systems GmbH,German Orbital Systems GmbH,2 D-Star communication modules,CubeSat (3U),None,"Solar cells, batteries",1 year,4 kg,"571 km × 588 km, 97.73° (#v.1.1); 571 km × 586 km, 97.72° (iSat); 571 km × 588 km, 97.72° (Sparrow)","D-Star One, D-Star One v.1.1 Phoenix"
Russia,Earth Observation,Roskosmos,NPP VNIIEM (prime); OAO Peleng (imager),"PSS, MSS",Kanopus bus,2 × SPT-50,"2 deployable fixed solar arrays, batteries",5 years,473 kg,"501 km × 508 km, 97.49° (#1); 500 km × 509 km, 97.47° (#3); 500 km × 509 km, 97.47° (#4); 503 km × 511 km, 97.47° (#5); 498 km × 511 km, 97.47° (#6)","Kanopus-V 1, 2"
Russia,Earth Observation,Roskosmos,NPP VNIIEM (prime); OAO Peleng (imager),"PSS, MSS",Kanopus bus,2 × SPT-50,"2 deployable fixed solar arrays, batteries",5 years,473 kg,"501 km × 508 km, 97.49° (#1); 500 km × 509 km, 97.47° (#3); 500 km × 509 km, 97.47° (#4); 503 km × 511 km, 97.47° (#5); 498 km × 511 km, 97.47° (#6)","Kanopus-V 1, 2"
Japan,Earth observation,AXELSPACE (GRUS); FSTRA (Fukui Prefectural Satellite),AXELSPACE,,,None,"Solar cells, batteries",> 5 years,80 kg,600 km SSO,"GRUS 1A, ..., 1I / Fukui Prefectural Satellite"
USA,Technology,Planet Labs,Planet Labs,"PS0, PS1 or PS2 imaging payload",CubeSat (3U),None (most); FEEP (#Flock-3p'),"Solar cells, batteries",~ 1 year (ISS orbit); 2-3 years (SSO),5 kg,"410 km × 410 km, 51.66° (#1, #1b); 605 km × 620 km, 97.99° (#1c)","Flock-1, -1b, -1c, -1d, -1d', -1e, -1f, -2b, -2e, -2e', -2k, -2p, -3m, -3p, -3p', -3r, -3s, -4a, -4e, -4e', -4p, -4s, -4v, -4x, -4y"
USA,,Spire,Spire,"STRATOS (GPS radio occultation payload), SENSE (AIS-receiver), AirSafe (ASD-B payload, #78 and later)",CubeSat (3U),None,"Solar cells, batteries",,4 kg,,Lemur-2
Germany,Communications,German Orbital Systems GmbH,German Orbital Systems GmbH,2 D-Star communication modules,CubeSat (3U),None,"Solar cells, batteries",1 year,4 kg,"571 km × 588 km, 97.73° (#v.1.1); 571 km × 586 km, 97.72° (iSat); 571 km × 588 km, 97.72° (Sparrow)","D-Star One, D-Star One v.1.1 Phoenix"
Germany,Communications,German Orbital Systems GmbH,German Orbital Systems GmbH,2 D-Star communication modules,CubeSat (3U),None,"Solar cells, batteries",1 year,4 kg,"571 km × 588 km, 97.73° (#v.1.1); 571 km × 586 km, 97.72° (iSat); 571 km × 588 km, 97.72° (Sparrow)","D-Star One, D-Star One v.1.1 Phoenix"
South Africa,Technology,"French South African Institute of Technology (FSATI), Cape Peninsula University of Technology (CPUT)","French South African Institute of Technology (FSATI), Cape Peninsula University of Technology (CPUT)","Software Defined Radio, AIS-receiver",CubeSat (3U),None,"Solar cells, batteries",,4 kg,"480 km × 508 km, 97.30°",ZACUBE 2 (ZA 004)
Spain,Technology,"Universidade de Vigo, Centre National de la Recherche Scientifique,Universidade de Porto","Universidade de Vigo, Centre National de la Recherche Scientifique,Universidade de Porto","TOTEM, HUMPL",CubeSat (2U),None,"Solar cells, batteries",,2 kg,"480 km × 513 km, 97.30°",Lume 1
Germany,Technology,"Bayerische Julius-Maximilians-Universität Würzburg, TU Dresden","Bayerische Julius-Maximilians-Universität Würzburg, TU Dresden",,CubeSat (1U),NanoFEEP propulsion system,"Solar cells, batteries",,1 kg,"572 km × 585 km, 97.72°",UWE 4
?,Ballast,?,?,?,,,None,,,,Dummy
?,Ballast,?,?,?,CubeSat (6U),,None,,,,"SAMSON-Dummy 1, 2, 3"
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian-M (14F112M)
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian-M (14F112M)
South Korea,Earth observation,KARI,KARI,AEISS-C,,,"4 deployable fixed solar arrays, batteries",4 years,~500 kg,498 km SSO,"CAS500 1, 2"
Japan,Technology,Astroscale,Astroscale,Space Debris Monitor,,,"Solar cells, batteries",,175 kg,,ELSA-d Servicer (ELSA-d Chaser)
Japan,Technology,Astroscale,"SSTL, Astroscale",,SSTL-42,,"Solar cells, batteries",,17 kg,,ELSA-d Client (ELSA-d Target)
Japan,Earth observation,AXELSPACE (GRUS); FSTRA (Fukui Prefectural Satellite),AXELSPACE,,,None,"Solar cells, batteries",> 5 years,80 kg,600 km SSO,"GRUS 1A, ..., 1I / Fukui Prefectural Satellite"
Saudi Arabia,"Earth observation, traffic monitoring",KACST,LinaSpace,,,,"Solar cells, batteries",,75 kg,,Najm 1 (Shaheen Sat)
United Arab Emirates,Earth observation,EIAST,UTIAS,,Nemo-V1 bus,,"Solar cells, batteries",,15 kg,,DMSat 1
Italy,"Technology, satellite deployment",GAUSS Srl,GAUSS Srl,,Octagonal prism,REGULUS thruster,"Solar cells, batteries",2 years,32 kg (including deployable satellites),SSO,UniSat 7
Thailand,,Bangkok Christian College,Bangkok Christian College,,CubeSat (1U),None,"Solar cells, batteries",,,,BCCSAT 1
Italy,Technology,GP Advanced Projects,GP Advanced Projects,,CubeSat (0.3U),None,"Solar cells, batteries",,0.3 kg,"537 km × 558 km, 97.56° (#1); 409 km × 421 km, 51.64° (#2)","FEES 1, 2"
Argentina,Technology,DIYsatellite Group,DIYsatellite Group,,PocketQube (1P),None,"Solar cells, batteries",,0.125 kg,,"DIY 1 (ArduiQube, DO 111, DIY-OSCAR 111)"
Hungary,Technology,BME University,BME University,,PocketQube (1P),None,"Solar cells, batteries",,,,"SMOG-P, 1, 2 (MO 105, 110 / Magyar-OSCAR 105, 110)"
Italy,Technology,,,,PocketQube (6P),None,"Solar cells, batteries",,0.85 kg,,STECCO
Israel,"Technology, formation flight",Technion,Technion,?,CubeSat (6U),,"4 deployable fixed solar arrays, batteries",,,,"SAMSON 1, 2, 3"
Canada,Communication M2M/IoT,Kepler Communications,UTIAS-SFL (early satellites); Kepler (later satellites),"SDR, narrowband communications payload",CubeSat (6UXL),,"Solar cells, batteries",,,,"Kepler 4, ..., 21"
Brazil,"Science, ionosphere",INPE Southern Regional Space Research Center (CRS/CCR/INPE-MCT),INPE Southern Regional Space Research Center (CRS/CCR/INPE-MCT) (prime); ISIS (bus),?,CubeSat (2U),None,"Solar cells, batteries",,2 kg,,NanoSatC-Br 2 (NCBR 2)
South Korea,"Science, Micro-gravity",Chosun University,Chosun University,,CubeSat (3U),None,"Solar cells, batteries",,,,KMSL
South Korea,Technology,"Yonsei University, NASA","Yonsei University, NASA", (#1);  (#2),CubeSat (2U) (#1); CubeSat (1U) (#2),? (#1); ? (#2),"4 deployable fixed solar arrays, batteries (#1); solar cells, batteries (#2)",3-6 months,3 kg (#1); 1 kg (#1),,"CANYVAL-C 1, 2 (Pumbaa, Timon)"
Germany,,TU Berlin,TU Berlin,,CubeSat (0.25U),None,"Solar cells, batteries",,0.3 kg,,"BeeSat 5, 6, 7, 8, 10, 11, 12, 13 (Tubsat 18, 19, 20, 21, 23, 24, 25, 26)"
Netherlands,Communication M2M/IoT,Hiber Global (ex Magnitude Space),Hiber Global,,CubeSat (3U),?,"Solar cells, batteries",,4 kg,"534 km × 559 km, 97.56° (#3); 523 km × 535 km, 97.51° (#4)","Hiber 3, 4"
Russia,Technology,SPUTNIX,SPUTNIX,,CubeSat (3U),,"Solar cells, batteries",,3.4 kg (#3),,CubeSX-HSE / CubeSX-Sirius-HSE
Russia,Technology,SPUTNIX,SPUTNIX,,CubeSat (3U),,"Solar cells, batteries",,3.4 kg (#3),,CubeSX-HSE / CubeSX-Sirius-HSE
Russia,Technology,SPUTNIX,SPUTNIX,Imager,CubeSat (6U),,"Solar cells, batteries",,8.5 kg,,Orbicraft-Zorkiy
"Kenya, Italy","Technology, Communications","University of Nairobi, Sapienza Università di Roma","University of Nairobi, Sapienza Università di Roma",,CubeSat (1U),None,"Solar cells, batteries",,1 kg,,WildTrackCube-SIMBA (IKUNS 3)
"Slovakia, Hungary","Technology, astronomy (Gamma-ray)",University of Koice,University of Koice,,CubeSat (1U),None,"Solar cells, batteries",1 year,1 kg,,"GRBAlpha, GRBBeta"
Spain,Technology,Sateliot,Open Cosmos,,CubeSat (3U),None,"Solar cells, batteries",,,,3B5GSAT (Sateliot 1)
UK,Communication M2M/IoT,Lacuna Space,"Open Cosmos, Lacuna Space",,CubeSat (3U),?,"Solar cells, batteries",,,,"LacunaSat 2b, 2c"
Tunisia,Technology,TELNET,TELNET,"SDR, LoRa Gateway",CubeSat (3U),None,"Solar cells, batteries",1-2 years,2.9 kg,530 km SSO,ChallengeOne
"Kenya, Italy","Technology, Communications",King Saud University,King Saud University,,CubeSat (1U),None,"Solar cells, batteries",,1 kg,,KSU-Cubesat
Russia,"Reconnaissance, radar ?",Russian Ministry of Defense,NPO Mashinostroyeniya,?,,,"Solar arrays, batteries",,"1987 km × 1995 km, 67.08°",,Neitron (14F01)
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian-M (14F112M)
Russia,"Earth observation, radar",Russian Ministry of Defense,NPO Mashinostroyeniya,S-band SAR,Kondor-E bus,,"2 deployable solar arrays, batteries",5 years,1100 kg,,"Kondor-FKA 1, 2"
Russia,Earth Observation,Roskosmos,NPP VNIIEM (prime); OAO Peleng (imager),"PSS, MSS",Kanopus bus,2 × SPT-50,"2 deployable fixed solar arrays, batteries",5 years,473 kg,"501 km × 508 km, 97.49° (#1); 500 km × 509 km, 97.47° (#3); 500 km × 509 km, 97.47° (#4); 503 km × 511 km, 97.47° (#5); 498 km × 511 km, 97.47° (#6)","Kanopus-V 1, 2"
Russia,Earth Observation,Roskosmos,NPP VNIIEM (prime); OAO Peleng (imager),"PSS, MSS",Kanopus bus,2 × SPT-50,"2 deployable fixed solar arrays, batteries",5 years,473 kg,"501 km × 508 km, 97.49° (#1); 500 km × 509 km, 97.47° (#3); 500 km × 509 km, 97.47° (#4); 503 km × 511 km, 97.47° (#5); 498 km × 511 km, 97.47° (#6)","Kanopus-V 1, 2"
Russia,"Earth observation, radar",Russian Ministry of Defense,NPO Mashinostroyeniya,S-band SAR,Kondor-E bus,,"2 deployable solar arrays, batteries",5 years,1100 kg,,"Kondor-FKA 1, 2"
Russia,"Earth observation, radar",Russian Ministry of Defense,NPO Mashinostroyeniya,S-band SAR,Kondor-E bus,,"2 deployable solar arrays, batteries",5 years,1100 kg,,Kondor-FKA-M 1
Russia,Communication,,"ISS Reshetnev (ex NPO Prikladnoi Mekhaniki, NPO PM)",,3-Axis stabilized Uragan-M bus ?,,"2 deployable solar arrays, batteries",7 years,> 2000 kg,900 km × 39000 km; 65°,Meridian-M (14F112M)
Russia,Earth Observation,Roskosmos,TsSKB-Progress,X-band SAR,,,"Deployable solar array, batteries",5 years,,"650 km × 650 km, 98°",Obzor-R
Japan,Communication Technology,NASDA,Mitsubishi Electric (MELCO),S-band transponders,ETS-8 bus,"R-4D, 4 × ion thrusters","2 deployable solar arrays, batteries",10 years,5800 kg,GEO,ETS 8 (Kiku 8)
